Store,Customers,DayOfWeek,Open,Promo,Sales,SchoolHoliday,StateHoliday,AverageDailySales,AverageDailyCustomer,SalesPerCustomer
68,903132,3766,784,360,5929590,159,24,7563.252551020408,1151.954081632653,6.565585097195094
230,737138,3766,784,360,5928326,159,24,7561.640306122449,940.2270408163265,8.042355705444571
892,608437,3766,780,360,5927347,172,31,7599.162820512821,780.0474358974359,9.741923978982213
458,548787,3766,781,360,5921634,193,27,7582.117797695262,702.6722151088348,10.79040502052709
506,655686,3766,779,360,5905867,170,29,7581.344030808729,841.7021822849807,9.00715738936015
865,496348,3766,779,360,5894369,170,29,7566.584082156611,637.160462130937,11.875476480211464
474,576183,3766,782,360,5885972,167,25,7526.818414322251,736.806905370844,10.215455853435454
318,513822,3766,780,360,5871619,172,31,7527.716666666666,658.7461538461539,11.427340596549
238,843640,3766,766,360,5868876,170,29,7661.718015665796,1101.3577023498694,6.9566118249490305
101,609290,3766,784,360,5856384,159,24,7469.877551020408,777.155612244898,9.61181703293998
745,553511,3766,780,360,5849281,172,31,7499.078205128205,709.6294871794872,10.567596669262219
168,568177,3766,777,360,5840824,155,32,7517.148005148005,731.2445302445302,10.27993741386927
140,752581,3766,781,360,5833328,193,27,7469.049935979513,963.6120358514725,7.751096559705865
880,614028,3766,777,360,5832985,155,32,7507.059202059202,790.2548262548263,9.49954236614617
798,702461,3766,780,360,5825254,172,31,7468.274358974359,900.5910256410257,8.292636886602958
36,678178,3033,622,286,5824183,124,29,9363.638263665594,1090.3183279742766,8.587985750053821
128,464447,3766,781,360,5822099,193,27,7454.672215108835,594.6824583866837,12.535550880940129
790,532923,3766,781,360,5820810,193,27,7453.021766965429,682.3597951344431,10.922422188571332
403,573879,3766,779,360,5817980,170,29,7468.523748395379,736.6867779204108,10.137990761118633
857,720850,3766,781,360,5815578,193,27,7446.322663252241,922.9833546734956,8.067667337171395
1050,404342,3766,781,360,5771211,193,27,7389.514724711908,517.7234314980794,14.27309307467441
1025,672559,3766,776,360,5762189,150,29,7425.501288659794,866.6997422680413,8.567559128641502
792,538855,3766,779,360,5756322,170,29,7389.373555840822,691.7265725288831,10.68250642566182
107,748964,3766,784,360,5751886,209,24,7336.589285714285,955.3112244897959,7.679789682815195
1003,602250,3766,779,360,5751204,170,29,7382.803594351733,773.1065468549423,9.549529265255293
437,567017,3766,780,360,5746040,172,31,7366.717948717948,726.9448717948718,10.133805512004049
922,552904,3766,775,360,5739531,170,29,7405.846451612903,713.4245161290322,10.380700808820338
840,827775,3766,784,360,5738112,209,24,7319.0204081632655,1055.8354591836735,6.9319706441967925
1051,770860,3766,766,360,5737921,155,32,7490.758485639687,1006.3446475195823,7.443531899436993
323,483870,3766,779,360,5737615,150,29,7365.359435173299,621.1424903722722,11.85776138218943
29,509233,3766,779,360,5737160,170,29,7364.775353016688,653.7008985879332,11.266276930206802
1061,431026,3766,777,360,5732970,155,32,7378.339768339768,554.7310167310168,13.300752158802485
455,359933,3766,777,360,5727571,155,32,7371.391248391248,463.23423423423424,15.912881008409899
129,724918,3033,622,286,5727451,124,29,9208.120578778135,1165.4630225080386,7.900826024460698
163,682711,3766,784,360,5722186,173,24,7298.706632653061,870.8048469387755,8.381564087879058
138,557266,3766,780,360,5721236,172,31,7334.917948717949,714.4435897435898,10.266615942835198
439,693947,3766,784,360,5719235,173,24,7294.942602040816,885.1364795918367,8.241602024362091
122,702496,3766,885,360,5718883,159,24,6462.014689265537,793.780790960452,8.140805072199699
933,706128,3766,780,360,5718554,172,31,7331.4794871794875,905.2923076923076,8.098466566968028
56,395919,3766,781,360,5718290,193,27,7321.754161331626,506.93854033290654,14.443080529098124
116,593708,3766,783,360,5711629,173,24,7294.54533844189,758.2477650063857,9.620266191461122
349,580713,3766,700,360,5711451,173,24,8159.215714285714,829.59,9.835238749606088
1060,660675,3766,779,360,5707977,170,29,7327.31322207959,848.1065468549423,8.639614031104552
1022,641135,3766,779,360,5706179,170,29,7325.00513478819,823.0231065468549,8.900120879377978
981,588296,3766,780,360,5700952,168,29,7308.912820512821,754.225641025641,9.690618328188531
489,506711,3766,780,360,5698967,168,29,7306.367948717949,649.6294871794872,11.246977073716575
808,469085,3766,780,360,5687084,172,31,7291.133333333333,601.3910256410256,12.123781404223115
678,642924,3766,779,360,5686651,170,29,7299.937098844673,825.3196405648267,8.8449816774611
179,744593,3766,779,360,5683019,170,29,7295.274711168165,955.8318356867779,7.632383060275882
49,413137,3766,777,360,5675296,155,32,7304.113256113256,531.7078507078508,13.737079951686729
392,559386,3766,779,360,5670675,170,29,7279.428754813864,718.0821566110397,10.137320204652958
901,500746,3766,784,360,5669137,159,24,7231.0420918367345,638.7066326530612,11.321382497314007
1073,715327,3766,779,360,5668621,170,29,7276.792041078305,918.2631578947369,7.924517039060458
226,549052,3766,781,360,5667944,193,27,7257.290653008963,703.01152368758,10.323146077238587
1052,588984,3766,779,360,5662859,170,29,7269.395378690629,756.0770218228498,9.614622808089862
412,401013,3033,622,286,5661520,124,29,9102.122186495177,644.7154340836013,14.118046048382471
180,661099,3766,784,360,5660528,169,24,7220.061224489796,843.2385204081633,8.562300048858038
1058,546009,3766,779,360,5658141,170,29,7263.338896020539,700.9101412066752,10.36272479025071
940,579554,3766,780,360,5657022,172,31,7252.592307692307,743.0179487179487,9.76099207321492
223,577676,3766,782,360,5656109,167,25,7232.875959079284,738.7161125319693,9.791144170780854
926,422709,3766,779,360,5655998,170,29,7260.587933247753,542.630295250321,13.380358591844507
1019,469473,3033,623,286,5651236,124,29,9071.00481540931,753.5682182985554,12.037403641955981
161,638171,3766,779,360,5649774,170,29,7252.598202824133,819.2182284980745,8.85307229566997
937,457265,3766,781,360,5648895,193,27,7232.900128040973,585.4865556978233,12.353657069751677
796,520214,3766,779,360,5643678,170,29,7244.772785622593,667.7971758664955,10.848762240155013
338,487915,3766,781,360,5637222,193,27,7217.95390524968,624.7311139564661,11.55369685293545
978,757830,3766,780,360,5626588,172,31,7213.574358974359,971.5769230769231,7.424604462742304
185,427459,3766,784,360,5621764,173,24,7170.617346938776,545.2283163265306,13.151586467941955
556,650457,3766,783,360,5620964,173,24,7178.753512132823,830.7241379310345,8.641561240789168
720,562504,3766,784,360,5618245,159,24,7166.128826530612,717.4795918367347,9.987920085901612
968,683254,3766,780,360,5609742,172,31,7191.976923076923,875.9666666666667,8.210331736074725
192,401447,3033,622,286,5608471,124,29,9016.834405144695,645.4131832797427,13.970638714450475
343,546982,3766,779,360,5608306,170,29,7199.365853658536,702.1591784338896,10.253182005989228
216,688834,3766,776,360,5607978,170,29,7226.775773195876,887.6726804123712,8.14126190054498
76,578204,3033,623,286,5606718,124,29,8999.54735152488,928.0963081861959,9.696781758687246
47,721790,3766,784,360,5601760,169,24,7145.102040816327,920.6505102040817,7.760927693650507
856,750983,3766,784,360,5599626,169,24,7142.380102040816,957.8864795918367,7.456395151421537
278,621398,3766,784,360,5599459,159,24,7142.1670918367345,792.5994897959183,9.011066981226202
363,734675,3766,784,360,5593213,173,24,7134.2002551020405,937.0854591836735,7.6131799775410895
236,677994,3766,784,360,5581738,173,24,7119.563775510204,864.7882653061224,8.232724773375576
206,623126,3766,779,360,5575733,170,29,7157.551989730424,799.9050064184852,8.948002490668019
930,911976,3766,779,360,5569973,170,29,7150.1578947368425,1170.7008985879334,6.107587261068273
779,546065,3766,780,360,5560247,172,31,7128.521794871795,700.0833333333334,10.182390374772234
120,498431,3766,781,360,5552990,193,27,7110.102432778489,638.1959026888604,11.140940270569045
246,734843,3766,784,360,5551547,169,24,7081.054846938776,937.2997448979592,7.554738903412021
37,609251,3766,780,360,5549053,168,29,7114.170512820513,781.0910256410257,9.107991615934976
94,498672,3766,779,360,5547371,170,29,7121.14377406932,640.1437740693196,11.124288109218083
304,827856,3766,784,360,5541079,209,24,7067.702806122449,1055.938775510204,6.69328844629984
1017,781115,3766,769,360,5539437,172,31,7203.429128738621,1015.7542262678803,7.091704806590579
644,609472,3033,592,286,5537010,124,29,9353.057432432432,1029.5135135135135,9.08492925023627
673,452784,3766,777,360,5536916,155,32,7126.018018018018,582.7335907335907,12.228603484222058
300,687137,3766,782,360,5534680,193,27,7077.595907928388,878.6918158567775,8.05469651612415
313,552885,3766,782,360,5533037,167,25,7075.494884910486,707.0140664961637,10.007573003427476
279,415873,3033,623,286,5532919,124,29,8881.08988764045,667.5329052969503,13.304347721539989
169,526944,3766,766,360,5529699,170,29,7218.92819843342,687.9164490861618,10.49390257788304
959,583763,3766,784,360,5528325,173,24,7051.434948979592,744.5956632653061,9.470153127210871
847,784345,3766,776,360,5518727,170,29,7111.761597938144,1010.7538659793814,7.036096360657619
1070,680475,3766,784,360,5515214,209,24,7034.711734693878,867.952806122449,8.104947279473897
264,727234,3766,762,360,5512491,173,24,7234.240157480315,954.3753280839895,7.580078764194194
632,708433,3766,784,360,5510559,169,24,7028.774234693878,903.6135204081633,7.778518222612441
153,493792,3766,779,360,5505047,170,29,7066.812580231065,633.8793324775353,11.148513949193182
661,453009,3766,769,360,5503903,193,27,7157.221066319896,589.0884265279584,12.149654863369161
689,557206,3766,781,360,5503014,193,27,7046.112676056338,713.4519846350832,9.876085325714367
299,602255,3766,882,360,5499540,159,24,6235.306122448979,682.8287981859411,9.131580476708372
273,548145,3766,779,360,5499466,170,29,7059.648267008986,703.6521181001284,10.032867215791443
936,694390,3766,779,360,5496846,170,29,7056.284980744545,891.3863928112966,7.91607886058267
374,650513,3766,784,360,5495584,173,24,7009.673469387755,829.7359693877551,8.44807713297044
1082,807063,3766,780,360,5494934,172,31,7044.78717948718,1034.696153846154,6.808556457178684
723,442701,3766,781,360,5492073,193,27,7032.10371318822,566.8386683738796,12.405829216559258
582,675115,3766,782,360,5492051,193,27,7023.083120204604,863.3184143222506,8.134985891292594
487,530591,3766,784,360,5487451,159,24,6999.2997448979595,676.7742346938776,10.342148660644451
600,485495,3766,784,360,5485348,159,24,6996.617346938776,619.2538265306123,11.298464453804879
1007,639858,3766,784,360,5485024,159,24,6996.2040816326535,816.1454081632653,8.57225196840549
401,504539,3766,780,360,5480695,172,31,7026.532051282052,646.8448717948718,10.86277770400306
350,413472,3766,781,360,5477257,193,27,7013.133162612035,529.4135723431498,13.246984076309882
576,756615,3766,784,360,5474294,173,24,6982.517857142857,965.0701530612245,7.235243816207714
623,639137,3766,768,360,5473895,170,29,7127.467447916667,832.2096354166666,8.56450964347237
553,496306,3766,777,360,5468991,155,32,7038.598455598456,638.7464607464608,11.019393277534425
980,432164,3766,779,360,5468281,170,29,7019.6161745827985,554.7676508344031,12.653254320119213
624,531966,3766,779,360,5467853,170,29,7019.06675224647,682.8831835686777,10.27857607441077
605,395780,3766,778,360,5466800,155,32,7026.735218508998,508.7146529562982,13.812724240739804
290,531828,3766,779,360,5464029,170,29,7014.1578947368425,682.7060333761233,10.274052889279993
759,603295,3766,779,360,5460897,170,29,7010.137355584082,774.4480102695763,9.051785610687972
63,500860,3766,784,360,5453808,159,24,6956.3877551020405,638.8520408163265,10.888887114163639
666,508809,3766,777,360,5451906,155,32,7016.610038610039,654.8378378378378,10.715034521795015
740,397647,3766,781,360,5449956,193,27,6978.176696542893,509.15108834827146,13.705512678330278
102,808768,3766,771,360,5444156,170,29,7061.162127107653,1048.9857328145265,6.731418651578697
156,557269,3766,782,360,5443980,167,25,6961.611253196931,712.6202046035805,9.769034344275386
896,852792,3766,784,360,5439130,159,24,6937.665816326531,1087.7448979591836,6.378026529329543
821,667296,3766,784,360,5438993,173,24,6937.491071428572,851.1428571428571,8.150795149378986
296,589505,3766,781,360,5438463,193,27,6963.460947503201,754.8079385403329,9.225473914555431
360,593128,3766,784,360,5437400,173,24,6935.459183673469,756.5408163265306,9.167329817509879
976,559119,3766,779,360,5433498,170,29,6974.965340179718,717.7394094993582,9.717963438910143
297,559386,3766,777,360,5432839,155,32,6992.070785070785,719.9305019305019,9.71214688962541
309,460414,3766,779,360,5430658,170,29,6971.319640564827,591.0320924261874,11.795162614516501
943,471937,3766,779,360,5428994,170,29,6969.183568677792,605.8241335044929,11.503641375861609
954,705305,3766,779,360,5426552,170,29,6966.048780487805,905.397946084724,7.69390830917121
637,431086,3033,622,286,5415918,124,29,8707.263665594855,693.0643086816721,12.563428179064038
3,584310,3766,779,360,5408261,170,29,6942.568677792041,750.0770218228498,9.255807704814226
775,386321,3033,622,286,5405733,124,29,8690.889067524116,621.0948553054662,13.992853093670808
630,618196,3766,779,360,5403029,167,25,6935.852374839538,793.5763799743261,8.739993464855806
424,602495,3766,779,360,5395164,170,29,6925.756097560976,773.421052631579,8.954703358534095
1048,416229,3766,783,360,5392653,159,24,6887.168582375479,531.5823754789272,12.955976157355686
1037,681679,3766,780,360,5387026,170,29,6906.44358974359,873.9474358974359,7.902584647612732
561,531991,3766,779,360,5385871,170,29,6913.826700898588,682.9152759948652,10.123988939662514
329,483386,3766,779,360,5385006,170,29,6912.716302952504,620.5211810012837,11.140177828898643
371,425185,3766,781,360,5380900,193,27,6889.756722151088,544.4110115236875,12.655432341216176
430,435346,3033,622,286,5369397,124,29,8632.471061093247,699.9131832797427,12.333631180716027
987,680093,3766,784,360,5368327,173,24,6847.355867346939,867.4655612244898,7.893518974610825
866,379569,3766,781,360,5368119,193,27,6873.391805377721,486.00384122919337,14.142669712226235
197,660348,3766,784,360,5367788,169,24,6846.668367346939,842.280612244898,8.128726065650232
783,530718,3766,782,360,5364665,167,25,6860.185421994885,678.6675191815857,10.108315527266834
802,410025,3766,784,360,5363403,159,24,6841.0752551020405,522.9910714285714,13.080673129687215
824,676454,3766,784,360,5358101,159,24,6834.3125,862.8239795918367,7.920865276870267
369,450860,3766,781,360,5354973,193,27,6856.559539052497,577.2855313700384,11.877241272235283
870,670529,3766,772,360,5349346,173,24,6929.204663212436,868.5608808290156,7.977799617913617
572,443496,3766,776,360,5345670,170,29,6888.75,571.5154639175257,12.053479625520861
359,476709,3766,779,360,5337128,150,29,6851.255455712452,611.9499358151476,11.195777717643258
478,548324,3766,784,360,5336648,173,24,6806.948979591837,699.3928571428571,9.732654416002218
618,394848,3766,781,360,5334682,193,27,6830.578745198463,505.5672215108835,13.510723113704515
346,482745,3766,779,360,5320960,170,29,6830.500641848524,619.6983311938383,11.022299557737522
887,445543,3766,772,360,5317050,193,27,6887.370466321244,577.1282383419689,11.933864969262226
43,475314,3766,779,360,5315050,170,29,6822.9139922978175,610.1591784338896,11.182186933269376
1072,500175,3766,779,360,5314269,170,29,6821.911424903723,642.0731707317074,10.624819313240366
724,544604,3766,779,360,5307253,170,29,6812.905006418485,699.1065468549423,9.745159785826031
203,690154,3766,782,360,5298238,168,29,6775.240409207161,882.5498721227622,7.676892403724386
603,722465,3766,764,360,5297052,155,32,6933.314136125655,945.6348167539267,7.331915040867032
1078,406860,3766,777,360,5289878,155,32,6808.079794079794,523.6293436293437,13.001715577840043
111,466784,3766,781,360,5288733,193,27,6771.745198463508,597.6747759282971,11.330150562144375
151,508566,3766,780,360,5269496,168,29,6755.764102564102,652.0076923076923,10.361479139384072
934,529417,3766,779,360,5268860,170,29,6763.620025673941,679.6110397946085,9.95219269498335
613,782665,3766,782,360,5261587,167,25,6728.372122762148,1000.8503836317135,6.722655286744648
353,1349510,3766,931,360,5255773,155,32,5645.298603651987,1449.5273899033298,3.894578773036139
348,439128,3033,597,286,5255376,124,29,8802.97487437186,735.5577889447236,11.967754276657375
508,514110,3766,776,360,5251735,170,29,6767.6997422680415,662.5128865979382,10.215197136799517
960,431941,3766,781,360,5251132,193,27,6723.600512163893,553.0614596670935,12.157058487154496
352,499372,3766,784,360,5246710,159,24,6692.232142857143,636.954081632653,10.506616310085468
491,409706,3766,777,360,5242001,155,32,6746.462033462033,527.2921492921492,12.794542916139866
634,507938,3766,780,360,5236366,172,31,6713.289743589744,651.2025641025641,10.309065279620741
541,667668,3766,779,360,5235513,170,29,6720.812580231065,857.0834403080873,7.84149157964737
504,747470,3766,784,360,5231756,209,24,6673.158163265306,953.405612244898,6.999285590057126
15,520107,3766,784,360,5231510,159,24,6672.844387755102,663.4017857142857,10.058526418602327
468,591594,3766,784,360,5229014,159,24,6669.660714285715,754.5841836734694,8.838855701714351
97,537288,3766,780,360,5228649,172,31,6703.3961538461535,688.8307692307692,9.73155737704918
503,367061,3766,780,360,5224595,168,29,6698.198717948718,470.5910256410256,14.233587877764187
298,429979,3033,622,286,5223940,124,29,8398.617363344052,691.2845659163987,12.149291011886627
815,507202,3033,622,286,5222211,124,29,8395.837620578779,815.4372990353697,10.296116734555463
917,577462,3766,779,360,5221594,170,29,6702.944801026958,741.2862644415918,9.042316204356304
26,434849,3766,782,360,5217266,167,25,6671.695652173913,556.0728900255755,11.99787972376618
1113,562151,3766,784,360,5196242,159,24,6627.859693877551,717.0293367346939,9.243498632929587
652,532554,3766,782,360,5190629,167,25,6637.632992327366,681.0153452685422,9.746671699020194
311,616333,3766,781,360,5184737,193,27,6638.587708066581,789.1587708066581,8.412233321921754
898,555939,3766,782,360,5173270,167,25,6615.434782608696,710.9194373401534,9.30546336918259
565,617215,3766,779,360,5169769,170,29,6636.4172015404365,792.3170731707318,8.375961374885575
70,531054,3766,782,360,5167478,209,24,6608.028132992327,679.0971867007672,9.730607433519001
685,477101,3766,779,360,5165199,170,29,6630.550706033376,612.4531450577664,10.826217090301634
693,386231,3766,781,360,5160800,193,27,6607.938540332906,494.5339308578745,13.361951785330541
648,478100,3766,784,360,5154013,173,24,6573.996173469388,609.8214285714286,10.780198703200167
224,371919,3766,777,360,5151315,155,32,6629.749034749035,478.66023166023166,13.850636832213466
925,921935,3766,769,360,5147464,155,32,6693.711313394018,1198.8751625487646,5.583326373334346
137,595429,3033,622,286,5147039,124,29,8274.98231511254,957.2813504823151,8.6442531351345
1044,695225,3766,777,360,5145309,155,32,6622.019305019305,894.7554697554698,7.400926318817649
260,714576,3766,784,360,5143038,173,24,6559.997448979592,911.4489795918367,7.197328205817156
551,774390,3766,784,360,5142553,159,24,6559.378826530612,987.7423469387755,6.640779193946202
614,734125,3766,780,360,5140680,172,31,6590.615384615385,941.1858974358975,7.002458709347863
732,584069,3766,883,360,5135916,159,24,5816.439411098528,661.4597961494903,8.793337773448
692,620914,3766,779,360,5132377,170,29,6588.4172015404365,797.0654685494223,8.265841968452959
490,661634,3033,622,286,5131331,124,29,8249.728295819936,1063.7202572347267,7.7555430948228175
854,530973,3766,780,360,5130172,172,31,6577.1435897435895,680.7346153846154,9.661832145890658
18,557785,3766,782,360,5130137,167,25,6560.277493606138,713.2800511508951,9.197337683874611
241,548976,3766,779,360,5128334,170,29,6583.227214377407,704.7188703465982,9.34163606423596
962,696101,3766,766,360,5125011,170,29,6690.6148825065275,908.748041775457,7.36245314975844
205,689282,3766,784,360,5124867,173,24,6536.820153061224,879.1862244897959,7.435080271935144
184,462834,3766,777,360,5123769,170,29,6594.2972972972975,595.6679536679536,11.070424817537173
522,394373,3033,623,286,5122860,124,29,8222.889245585875,633.0224719101124,12.98988521019441
832,433019,3766,781,360,5115779,193,27,6550.293213828425,554.4417413572343,11.814213695011073
9,451677,3766,779,360,5112061,170,29,6562.337612323492,579.8164313222079,11.317957301345873
780,615416,3766,780,360,5106807,172,31,6547.1884615384615,788.9948717948718,8.298138169953333
877,704036,3766,806,360,5103191,159,24,6331.502481389578,873.4937965260546,7.248480191353851
340,560590,3766,784,360,5084744,159,24,6485.642857142857,715.0382653061224,9.070343744982964
882,647761,3766,769,360,5081054,170,29,6607.352405721716,842.3420026007802,7.844025805814182
961,536603,3766,779,360,5080588,170,29,6521.935815147625,688.8356867779204,9.46805739065939
1034,568150,3766,780,360,5072945,172,31,6503.775641025641,728.3974358974359,8.928883217460179
785,437324,3766,779,360,5072473,170,29,6511.518613607189,561.3915275994865,11.598890067775837
145,770814,3033,608,286,5072096,124,29,8342.263157894737,1267.7861842105262,6.580181470497422
287,509417,3033,622,286,5070793,124,29,8152.400321543409,818.9983922829582,9.954110286857329
126,423630,3766,779,360,5069540,170,29,6507.75353016688,543.8125802310655,11.966905082265184
109,582023,3766,784,360,5068030,159,24,6464.323979591837,742.3762755102041,8.707611211240794
62,559309,3766,779,360,5066512,170,29,6503.86649550706,717.9833119383825,9.058520424309283
927,672726,3766,772,360,5059388,170,29,6553.611398963731,871.4067357512953,7.52072612029266
848,574672,3766,763,360,5059150,155,32,6630.602883355177,753.1743119266055,8.803543586602444
133,593403,3766,782,360,5057788,167,25,6467.759590792839,758.8273657289003,8.52336102109359
325,524314,3766,779,360,5051539,170,29,6484.645699614891,673.0603337612323,9.634568216755609
654,533663,3766,780,360,5050619,172,31,6475.152564102564,684.1833333333333,9.464060652509168
770,571210,3766,779,360,5046197,170,29,6477.788189987163,733.2605905006418,8.834223840619037
715,524113,3766,776,360,5037090,168,29,6491.095360824742,675.4033505154639,9.610694640277956
1057,502083,3766,784,360,5036413,159,24,6423.996173469388,640.4119897959183,10.031036701103204
19,486618,3766,779,360,5036169,170,29,6464.915275994866,624.6700898587933,10.349327398493275
1090,612815,3766,780,360,5033396,172,31,6453.071794871795,785.6602564102565,8.213565268474172
475,761981,3766,776,360,5023680,170,29,6473.81443298969,981.9342783505155,6.59292029591289
414,378114,3766,781,360,5020250,193,27,6427.97695262484,484.14084507042253,13.277080457216607
410,624920,3766,779,360,5019781,170,29,6443.878048780488,802.2079589216945,8.032677782756192
886,474412,3766,779,360,5018882,170,29,6442.724005134788,609.0012836970475,10.579163258939488
973,615311,3766,779,360,5017528,170,29,6440.985879332477,789.8729139922979,8.154458477095323
694,482870,3033,622,286,5005559,124,29,8047.522508038585,776.3183279742765,10.366266282850457
990,447315,3766,780,360,4999125,172,31,6409.134615384615,573.4807692307693,11.175849233761443
996,534380,3766,767,360,4993206,172,31,6510.0469361147325,696.7144719687093,9.343923799543395
1062,461502,3766,779,360,4990259,150,29,6405.9807445442875,592.428754813864,10.813082066816612
1006,675677,3766,780,360,4970130,168,29,6371.961538461538,866.2525641025641,7.355777982675154
812,605630,3766,780,360,4966087,172,31,6366.778205128205,776.4487179487179,8.199869557320476
617,448262,3766,780,360,4960149,172,31,6359.165384615385,574.6948717948718,11.065289942042822
17,619090,3766,782,360,4954488,167,25,6335.6624040920715,791.6751918158568,8.00285580448723
604,368077,3033,622,286,4953601,124,29,7963.988745980708,591.7636655948553,13.458056330604737
677,396633,3033,622,286,4938047,124,29,7938.98231511254,637.6736334405144,12.449914656622116
289,432447,3766,781,360,4936879,193,27,6321.227912932139,553.7093469910371,11.416148106010679
1069,621457,3766,782,360,4930721,167,25,6305.269820971867,794.7020460358057,7.934130599542687
441,545030,3766,779,360,4929786,170,29,6328.351732991014,699.6534017971759,9.04498101021962
209,509083,3766,882,360,4928424,159,24,5587.78231292517,577.1916099773242,9.68098325813276
378,755752,3766,779,360,4927020,170,29,6324.801026957638,970.1566110397946,6.5193608485323224
1087,482537,3766,784,360,4925247,209,24,6282.202806122449,615.4808673469388,10.206983091452054
187,608155,3766,784,360,4923311,159,24,6279.7334183673465,775.7079081632653,8.095487170211541
1115,337884,3766,781,360,4922229,193,27,6302.469910371319,432.62996158770807,14.567807294811237
602,479688,3766,781,360,4920431,193,27,6300.167733674776,614.1971830985915,10.257565334133854
143,453411,3766,779,360,4919195,150,29,6314.756097560976,582.0423620025674,10.849306699661014
625,480529,3766,779,360,4907852,170,29,6300.195121951219,616.8536585365854,10.213435609505357
1084,631824,3766,782,360,4904211,193,27,6271.369565217391,807.9590792838875,7.761989098229887
293,638439,3766,783,360,4899830,173,24,6257.765006385696,815.3754789272031,7.674703456399124
979,497651,3766,782,360,4898808,167,25,6264.460358056266,636.3823529411765,9.843862465864632
871,374591,3766,781,360,4889449,193,27,6260.498079385403,479.62996158770807,13.052766884415268
361,497502,3766,780,360,4888169,168,29,6266.883333333333,637.8230769230769,9.82542582743386
255,498843,3766,779,360,4885211,170,29,6271.130937098845,640.3632862644416,9.793083194512102
628,598144,3766,784,360,4885169,209,24,6231.0829081632655,762.9387755102041,8.167212243205649
907,646047,3766,779,360,4884914,170,29,6270.749679075738,829.3286264441592,7.561236256804846
112,608379,3766,784,360,4883888,209,24,6229.448979591837,775.9936224489796,8.02770641327199
686,587900,3766,780,360,4875320,172,31,6250.410256410257,753.7179487179487,8.292770879401258
272,491687,3766,781,360,4871343,193,27,6237.314980793854,629.5608194622279,9.907406541153213
280,404863,3766,777,360,4869839,155,32,6267.489060489061,521.0592020592021,12.028362680709277
415,406599,3766,780,360,4863171,150,29,6234.834615384615,521.2807692307692,11.960607379752533
74,662877,3766,776,360,4855145,170,29,6256.630154639175,854.2229381443299,7.324352783397221
620,441221,3033,622,286,4835283,124,29,7773.766881028939,709.3585209003215,10.958868684854075
1005,729683,3766,779,360,4834459,170,29,6205.9807445442875,936.6919127086007,6.625423642869575
366,468724,3766,780,360,4833475,168,29,6196.76282051282,600.9282051282051,10.311985304784905
757,416360,3766,777,360,4832775,155,32,6219.787644787645,535.8558558558559,11.607202901335382
159,433591,3033,623,286,4827383,124,29,7748.60834670947,695.9727126805778,11.133494468289241
100,415849,3033,606,286,4826434,124,29,7964.412541254125,686.2194719471947,11.60621764149968
492,709936,3033,614,286,4825503,124,29,7859.125407166124,1156.2475570032573,6.797095794550494
588,518339,3766,784,360,4825215,159,24,6154.610969387755,661.1466836734694,9.308994692662523
144,455556,3033,625,286,4823879,124,29,7718.2064,728.8896,10.588992352202583
456,697454,3766,779,360,4822447,170,29,6190.5609756097565,895.3196405648267,6.914358509665154
830,410638,3766,780,360,4816406,172,31,6174.879487179487,526.4589743589744,11.729080114358633
571,358047,3033,622,286,4815991,124,29,7742.750803858521,575.6382636655949,13.450722949780337
1024,615780,3766,784,360,4810209,159,24,6135.470663265306,785.4336734693877,7.811570690831141
684,385149,3033,622,286,4802690,124,29,7721.36655948553,619.2106109324759,12.469693547172653
763,459640,3766,784,360,4802197,159,24,6125.251275510204,586.2755102040817,10.447735184057088
986,639283,3766,772,360,4802035,170,29,6220.2525906735755,828.0867875647668,7.511595021297297
20,525258,3033,619,286,4801543,124,29,7756.9353796445885,848.5589660743134,9.141303892563274
331,638940,3766,779,360,4799307,150,29,6160.85622593068,820.2053915275994,7.511357873978778
1023,491531,3766,780,360,4799042,172,31,6152.617948717949,630.1679487179487,9.763457442155225
850,504159,3766,773,360,4787781,170,29,6193.765847347995,652.2108667529108,9.496569534611105
509,404802,3766,781,360,4783674,193,27,6125.062740076824,518.3124199743918,11.817318096254466
819,423324,3766,784,360,4775423,159,24,6091.100765306122,539.954081632653,11.280775481664163
818,496141,3766,781,360,4772357,193,27,6110.572343149808,635.2637644046094,9.61895307987044
737,699863,3766,779,360,4765845,170,29,6117.901155327343,898.4120667522465,6.809682752195787
427,480391,3033,623,286,4761741,124,29,7643.243980738363,771.0930979133226,9.912219421263096
406,369296,3766,779,360,4760515,150,29,6111.059050064185,474.06418485237486,12.890784086478055
629,422113,3033,622,286,4760004,124,29,7652.739549839228,678.6382636655949,11.276610765363777
1002,562417,3766,784,360,4753790,173,24,6063.507653061224,717.3686224489796,8.452429425141844
66,407192,3766,777,360,4750858,155,32,6114.360360360361,524.056628056628,11.667365763570993
463,755184,3766,779,360,4747749,170,29,6094.671373555841,969.4274711168164,6.286877105447149
303,516285,3766,767,360,4740126,170,29,6180.086049543676,673.122555410691,9.181219675179406
202,397835,3766,781,360,4737388,193,27,6065.797695262484,509.39180537772086,11.907921625799641
942,367396,3766,781,360,4731583,193,27,6058.364916773367,470.41741357234315,12.878700366906553
1054,483709,3766,784,360,4730838,159,24,6034.232142857143,616.9757653061224,9.780339005476433
1071,571238,3766,784,360,4725345,159,24,6027.225765306122,728.6198979591836,8.27211249951859
75,503438,3766,784,360,4722388,159,24,6023.4540816326535,642.140306122449,9.38027721387738
